,gene_name,gene_id
627,Gm26831,ENSMUSG00000097408.1
628,Gm29455,ENSMUSG00000101179.1
629,Inhbb,ENSMUSG00000037035.5
630,Ralb,ENSMUSG00000004451.14
631,Gm27184,ENSMUSG00000098447.2
632,Tmem185b,ENSMUSG00000098923.1
633,3830432H09Rik,ENSMUSG00000101731.1
634,Epb41l5,ENSMUSG00000026383.14
635,Ptpn4,ENSMUSG00000026384.13
636,Gm28209,ENSMUSG00000101224.1
637,Tmem177,ENSMUSG00000036975.5
638,Cfap221,ENSMUSG00000036962.12
639,Sctr,ENSMUSG00000026387.15
640,Tmem37,ENSMUSG00000050777.7
641,Dbi,ENSMUSG00000026385.16
642,3110009E18Rik,ENSMUSG00000026388.15
643,Steap3,ENSMUSG00000026389.16
644,C1ql2,ENSMUSG00000036907.9
645,En1,ENSMUSG00000058665.8
646,Celrr,ENSMUSG00000097881.7
647,Insig2,ENSMUSG00000003721.14
648,2210011K15Rik,ENSMUSG00000101791.1
649,Ccdc93,ENSMUSG00000026339.18
650,Htr5b,ENSMUSG00000050534.8
651,Ddx18,ENSMUSG00000001674.11
652,Dpp10,ENSMUSG00000036815.17
653,Actr3,ENSMUSG00000026341.16
654,Slc35f5,ENSMUSG00000026342.10
655,Lypd1,ENSMUSG00000026344.9
656,Nckap5,ENSMUSG00000049690.15
657,Mgat5,ENSMUSG00000036155.13
658,Tmem163,ENSMUSG00000026347.13
659,Acmsd,ENSMUSG00000026348.7
660,2900009J06Rik,ENSMUSG00000102014.1
661,Ccnt2,ENSMUSG00000026349.14
662,Map3k19,ENSMUSG00000051590.10
663,Rab3gap1,ENSMUSG00000036104.12
664,Zranb3,ENSMUSG00000036086.16
665,Gm28800,ENSMUSG00000099760.1
666,R3hdm1,ENSMUSG00000056211.13
667,Ubxn4,ENSMUSG00000026353.9
668,Lct,ENSMUSG00000026354.8
669,Mcm6,ENSMUSG00000026355.11
670,Dars,ENSMUSG00000026356.15
671,Cxcr4,ENSMUSG00000045382.6
672,Gm26686,ENSMUSG00000097283.1
673,Thsd7b,ENSMUSG00000042581.14
674,Gm15674,ENSMUSG00000087691.1
675,Cd55,ENSMUSG00000026399.12
676,Gm16083,ENSMUSG00000085526.1
677,Zp3r,ENSMUSG00000042554.10
678,C4bp,ENSMUSG00000026405.14
679,Pfkfb2,ENSMUSG00000026409.14
680,Yod1,ENSMUSG00000046404.5
681,AA986860,ENSMUSG00000042510.7
682,Il19,ENSMUSG00000016524.12
683,Mapkapk2,ENSMUSG00000016528.10
684,Dyrk3,ENSMUSG00000016526.8
685,Eif2d,ENSMUSG00000026427.16
686,Rassf5,ENSMUSG00000026430.16
687,Ikbke,ENSMUSG00000042349.13
688,Gm28913,ENSMUSG00000102055.1
689,Srgap2,ENSMUSG00000026425.15
690,Fam72a,ENSMUSG00000055184.4
691,Rab7b,ENSMUSG00000052688.12
692,Pm20d1,ENSMUSG00000042251.12
693,Slc41a1,ENSMUSG00000013275.9
694,Rab29,ENSMUSG00000026433.13
695,Nucks1,ENSMUSG00000026434.12
696,Slc45a3,ENSMUSG00000026435.15
697,Elk4,ENSMUSG00000026436.15
698,Mfsd4a,ENSMUSG00000059149.17
699,Cdk18,ENSMUSG00000026437.11
700,Lemd1,ENSMUSG00000079330.9
701,Klhdc8a,ENSMUSG00000042115.4
702,Nuak2,ENSMUSG00000009772.15
703,F730311O21Rik,ENSMUSG00000100658.1
704,Tmcc2,ENSMUSG00000042066.16
705,Dstyk,ENSMUSG00000042046.15
706,6030442K20Rik,ENSMUSG00000097760.2
707,Rbbp5,ENSMUSG00000026439.14
708,Tmem81,ENSMUSG00000048174.2
709,Cntn2,ENSMUSG00000053024.14
710,Nfasc,ENSMUSG00000026442.14
711,Lrrn2,ENSMUSG00000026443.3
712,Mdm4,ENSMUSG00000054387.13
713,Pik3c2b,ENSMUSG00000026447.16
714,Ppp1r15b,ENSMUSG00000046062.5
715,Plekha6,ENSMUSG00000041757.17
716,Ren1,ENSMUSG00000070645.5
717,Etnk2,ENSMUSG00000070644.13
718,Sox13,ENSMUSG00000070643.11
719,Snrpe,ENSMUSG00000090553.8
720,Zc3h11a,ENSMUSG00000102976.6
721,Gm38394,ENSMUSG00000094410.7
722,Lax1,ENSMUSG00000051998.14
723,Atp2b4,ENSMUSG00000026463.17
724,Optc,ENSMUSG00000010311.15
725,Prelp,ENSMUSG00000041577.5
726,Fmod,ENSMUSG00000041559.7
727,Btg2,ENSMUSG00000020423.6
728,Chil1,ENSMUSG00000064246.10
729,Mybph,ENSMUSG00000042451.12
730,Adora1,ENSMUSG00000042429.8
731,Myog,ENSMUSG00000026459.5
732,Ppfia4,ENSMUSG00000026458.13
733,Tmem183a,ENSMUSG00000042305.12
734,Cyb5r1,ENSMUSG00000026456.18
735,Adipor1,ENSMUSG00000026457.14
736,Platr1,ENSMUSG00000101061.1
737,Klhl12,ENSMUSG00000026455.14
738,Rabif,ENSMUSG00000042229.9
739,Mgat4e,ENSMUSG00000046367.10
740,Kdm5b,ENSMUSG00000042207.17
741,Gm26783,ENSMUSG00000097435.1
742,Syt2,ENSMUSG00000026452.15
743,Ppp1r12b,ENSMUSG00000073557.12
744,Gm28892,ENSMUSG00000101168.1
745,Ube2t,ENSMUSG00000026429.9
746,Lgr6,ENSMUSG00000042793.13
747,Gm10535,ENSMUSG00000097988.1
748,Ptpn7,ENSMUSG00000031506.11
749,Arl8a,ENSMUSG00000026426.10
750,Gpr37l1,ENSMUSG00000026424.8
751,Rnpep,ENSMUSG00000041926.15
752,Timm17a,ENSMUSG00000062580.9
753,Lmod1,ENSMUSG00000048096.7
754,Shisa4,ENSMUSG00000041889.7
755,Ipo9,ENSMUSG00000041879.13
756,Nav1,ENSMUSG00000009418.16
757,Csrp1,ENSMUSG00000026421.14
758,Phlda3,ENSMUSG00000041801.5
759,Tnni1,ENSMUSG00000026418.16
760,Lad1,ENSMUSG00000041782.14
761,Tnnt2,ENSMUSG00000026414.13
762,Tmem9,ENSMUSG00000026411.17
763,Gm15850,ENSMUSG00000086264.9
764,Kif21b,ENSMUSG00000041642.18
765,Mroh3,ENSMUSG00000087230.10
766,Inava,ENSMUSG00000041605.16
767,A430034D21Rik,ENSMUSG00000103594.1
768,Gm26781,ENSMUSG00000097433.1
769,Camsap2,ENSMUSG00000041570.14
770,9230116N13Rik,ENSMUSG00000097403.2
771,Ddx59,ENSMUSG00000026404.12
772,Kif14,ENSMUSG00000041498.13
773,Gm33994,ENSMUSG00000104509.1
774,Platr23,ENSMUSG00000097229.1
775,Zfp281,ENSMUSG00000041483.14
776,Gm19705,ENSMUSG00000097113.7
777,Platr22,ENSMUSG00000097448.1
778,Nr5a2,ENSMUSG00000026398.14
779,Gm4258,ENSMUSG00000098243.3
780,Ptprc,ENSMUSG00000026395.16
781,Nek7,ENSMUSG00000026393.10
782,Lhx9,ENSMUSG00000019230.14
783,2310009B15Rik,ENSMUSG00000079283.2
784,Dennd1b,ENSMUSG00000056268.15
785,Crb1,ENSMUSG00000063681.14
786,Zbtb41,ENSMUSG00000033964.12
787,Aspm,ENSMUSG00000033952.14
788,Cfhr1,ENSMUSG00000057037.8
789,Cfh,ENSMUSG00000026365.15
790,Kcnt2,ENSMUSG00000052726.15
791,Cdc73,ENSMUSG00000026361.9
792,B3galt2,ENSMUSG00000033849.3
793,Glrx2,ENSMUSG00000018196.18
794,Ro60,ENSMUSG00000018199.9
795,Uchl5,ENSMUSG00000018189.12
796,Rgs2,ENSMUSG00000026360.9
797,Rgs13,ENSMUSG00000051079.8
798,Rgs1,ENSMUSG00000026358.13
799,Rgs18,ENSMUSG00000026357.3
800,Gm29514,ENSMUSG00000099964.6
801,Brinp3,ENSMUSG00000035131.14
802,Gm29398,ENSMUSG00000101011.6
803,Pla2g4a,ENSMUSG00000056220.14
804,Ptgs2,ENSMUSG00000032487.8
805,Odr4,ENSMUSG00000006010.14
806,Tpr,ENSMUSG00000006005.18
807,Prg4,ENSMUSG00000006014.16
808,Hmcn1,ENSMUSG00000066842.18
809,Gm10138,ENSMUSG00000100954.4
810,Ivns1abp,ENSMUSG00000023150.14
811,Swt1,ENSMUSG00000052748.14
812,Trmt1l,ENSMUSG00000053286.11
813,Rnf2,ENSMUSG00000026484.13
814,Fam129a,ENSMUSG00000026483.13
815,2810414N06Rik,ENSMUSG00000100594.1
816,Edem3,ENSMUSG00000043019.12
817,1700025G04Rik,ENSMUSG00000032666.16
818,Tsen15,ENSMUSG00000014980.14
819,Colgalt2,ENSMUSG00000032649.14
820,Rgl1,ENSMUSG00000026482.13
821,Arpc5,ENSMUSG00000008475.13
822,Ncf2,ENSMUSG00000026480.12
823,Smg7,ENSMUSG00000042772.15
824,Nmnat2,ENSMUSG00000042751.14
825,Lamc2,ENSMUSG00000026479.13
826,Lamc1,ENSMUSG00000026478.14
827,E330020D12Rik,ENSMUSG00000073538.10
828,Shcbp1l,ENSMUSG00000042708.12
829,Dhx9,ENSMUSG00000042699.11
830,Npl,ENSMUSG00000042684.8
831,Rgs8,ENSMUSG00000042671.12
832,C230024C17Rik,ENSMUSG00000100334.1
833,Rgs16,ENSMUSG00000026475.7
834,Gm28513,ENSMUSG00000099568.1
835,Rnasel,ENSMUSG00000066800.11
836,Rgsl1,ENSMUSG00000042641.19
837,Teddm2,ENSMUSG00000045968.7
838,Glul,ENSMUSG00000026473.16
839,Gm29290,ENSMUSG00000100014.1
840,Gm29291,ENSMUSG00000101903.1
841,Gm28286,ENSMUSG00000100502.1
842,A830008E24Rik,ENSMUSG00000100627.6
843,Zfp648,ENSMUSG00000066797.6
844,Cacna1e,ENSMUSG00000004110.17
845,Gm9530,ENSMUSG00000096950.2
846,Ier5,ENSMUSG00000056708.5
847,Mr1,ENSMUSG00000026471.14
848,Stx6,ENSMUSG00000026470.14
849,BC034090,ENSMUSG00000033722.9
850,Xpr1,ENSMUSG00000026469.14
851,Gm5532,ENSMUSG00000073535.5
852,Acbd6,ENSMUSG00000033701.13
853,Lhx4,ENSMUSG00000026468.14
854,Qsox1,ENSMUSG00000033684.14
855,Cep350,ENSMUSG00000033671.18
856,Tor1aip1,ENSMUSG00000026466.16
857,Tor1aip2,ENSMUSG00000050565.16
858,Fam163a,ENSMUSG00000015484.3
859,Axdnd1,ENSMUSG00000026601.14
860,Soat1,ENSMUSG00000026600.12
861,Abl2,ENSMUSG00000026596.13
862,Tor3a,ENSMUSG00000060519.11
863,Fam20b,ENSMUSG00000033557.17
864,Ralgps2,ENSMUSG00000026594.14
865,Angptl1,ENSMUSG00000033544.6
866,4930439D14Rik,ENSMUSG00000101905.1
867,Gm28694,ENSMUSG00000101768.1
868,Tex35,ENSMUSG00000026592.13
869,Rasal2,ENSMUSG00000070565.11
870,Cryzl2,ENSMUSG00000033488.11
871,Sec16b,ENSMUSG00000026589.14
872,Brinp2,ENSMUSG00000004031.13
873,Astn1,ENSMUSG00000026587.15
874,Pappa2,ENSMUSG00000073530.11
875,Cop1,ENSMUSG00000040782.12
876,Tnr,ENSMUSG00000015829.13
877,4930523C07Rik,ENSMUSG00000090394.8
878,Mrps14,ENSMUSG00000058267.13
879,Cacybp,ENSMUSG00000014226.10
880,Rabgap1l,ENSMUSG00000026721.16
881,Gm37083,ENSMUSG00000102852.1
882,Rc3h1,ENSMUSG00000040423.10
883,Serpinc1,ENSMUSG00000026715.12
884,Zbtb37,ENSMUSG00000043467.19
885,Gas5,ENSMUSG00000053332.13
886,Dars2,ENSMUSG00000026709.10
887,Cenpl,ENSMUSG00000026708.16
888,Klhl20,ENSMUSG00000026705.16
889,Ankrd45,ENSMUSG00000044835.15
890,Prdx6,ENSMUSG00000026701.15
891,Tnfsf4,ENSMUSG00000026700.4
892,Tnfsf18,ENSMUSG00000066755.2
893,Suco,ENSMUSG00000040297.12
894,4930558K02Rik,ENSMUSG00000086277.2
895,Pigc,ENSMUSG00000026698.8
896,Dnm3,ENSMUSG00000040265.16
897,Eef1aknmt,ENSMUSG00000026694.19
898,Vamp4,ENSMUSG00000026696.15
899,Myoc,ENSMUSG00000026697.10
900,Myocos,ENSMUSG00000091060.2
901,Prrc2c,ENSMUSG00000040225.15
902,Fmo4,ENSMUSG00000026692.12
903,Fmo1,ENSMUSG00000040181.14
904,Fmo2,ENSMUSG00000040170.13
905,Prrx1,ENSMUSG00000026586.16
906,Gorab,ENSMUSG00000040124.5
907,Mettl11b,ENSMUSG00000040113.14
908,Kifap3,ENSMUSG00000026585.13
909,Scyl3,ENSMUSG00000026584.14
910,BC055324,ENSMUSG00000041406.14
911,Mettl18,ENSMUSG00000041396.13
912,Selp,ENSMUSG00000026580.16
913,Gm16587,ENSMUSG00000090081.1
914,Gm16548,ENSMUSG00000086593.2
915,F5,ENSMUSG00000026579.8
916,Slc19a2,ENSMUSG00000040918.12
917,Ccdc181,ENSMUSG00000026578.6
918,Blzf1,ENSMUSG00000026577.13
919,Nme7,ENSMUSG00000026575.15
920,Atp1b1,ENSMUSG00000026576.12
921,Gm32391,ENSMUSG00000104011.1
922,Gm26685,ENSMUSG00000097281.2
923,Gm20743,ENSMUSG00000104117.5
924,4930568G15Rik,ENSMUSG00000102408.1
925,Sft2d2,ENSMUSG00000040848.11
926,Tiprl,ENSMUSG00000040843.10
927,Gpr161,ENSMUSG00000040836.15
928,Dcaf6,ENSMUSG00000026571.12
929,Mpc2,ENSMUSG00000026568.6
930,Adcy10,ENSMUSG00000026567.16
931,Mpzl1,ENSMUSG00000026566.15
932,Rcsd1,ENSMUSG00000040723.14
933,Creg1,ENSMUSG00000040713.12
934,Gm36972,ENSMUSG00000104306.1
935,Gm16565,ENSMUSG00000089829.2
936,Pou2f1,ENSMUSG00000026565.18
937,Gm26665,ENSMUSG00000097196.2
938,Dusp27,ENSMUSG00000026564.9
939,Gpa33,ENSMUSG00000000544.14
940,Ildr2,ENSMUSG00000040612.13
941,Gm15853,ENSMUSG00000103400.2
942,Tada1,ENSMUSG00000026563.13
943,Pogk,ENSMUSG00000040596.15
944,Gm16701,ENSMUSG00000102548.1
945,Gm16701-1,ENSMUSG00000097823.2
946,Fam78b,ENSMUSG00000060568.14
947,Uck2,ENSMUSG00000026558.13
948,Gm2453,ENSMUSG00000102909.1
949,Tmco1,ENSMUSG00000052428.10
950,Aldh9a1,ENSMUSG00000026687.14
951,Mgst3,ENSMUSG00000026688.5
952,Rxrg,ENSMUSG00000015843.10
953,Gm20711,ENSMUSG00000093538.2
954,Pbx1,ENSMUSG00000052534.15
955,Nuf2,ENSMUSG00000026683.14
956,Rgs5,ENSMUSG00000026678.10
957,Rgs4,ENSMUSG00000038530.11
958,Ccdc190,ENSMUSG00000070532.5
959,Gm15852,ENSMUSG00000089990.1
960,Hsd17b7,ENSMUSG00000026675.12
961,3110045C21Rik,ENSMUSG00000097503.2
962,Ddr2,ENSMUSG00000026674.9
963,Uap1,ENSMUSG00000026670.15
964,Gm37748,ENSMUSG00000104266.1
965,Gm37502,ENSMUSG00000103908.1
966,Uhmk1,ENSMUSG00000026667.14
967,4930500M09Rik,ENSMUSG00000044306.4
968,Sh2d1b2,ENSMUSG00000073494.5
969,Sh2d1b1,ENSMUSG00000102418.1
970,Gm7694,ENSMUSG00000102752.1
971,Nos1ap,ENSMUSG00000038473.14
972,Olfml2b,ENSMUSG00000038463.8
973,Atf6,ENSMUSG00000026663.6
974,Gm9929,ENSMUSG00000053925.4
975,Dusp12,ENSMUSG00000026659.13
976,Gm26620,ENSMUSG00000096968.1
977,Fcrlb,ENSMUSG00000070524.1
978,Fcgr2b,ENSMUSG00000026656.15
979,Gm10522,ENSMUSG00000104340.1
980,Fcgr4,ENSMUSG00000059089.4
981,Fcgr3,ENSMUSG00000059498.13
982,Cfap126,ENSMUSG00000026649.14
983,Sdhc,ENSMUSG00000058076.12
984,Mpz,ENSMUSG00000056569.11
985,Pcp4l1,ENSMUSG00000038370.6
986,Nr1i3,ENSMUSG00000005677.14
987,Tomm40l,ENSMUSG00000005674.9
988,Apoa2,ENSMUSG00000005681.12
989,Fcer1g,ENSMUSG00000058715.11
990,Ndufs2,ENSMUSG00000013593.12
991,Adamts4,ENSMUSG00000006403.13
992,B4galt3,ENSMUSG00000052423.14
993,Ppox,ENSMUSG00000062729.11
994,Usp21,ENSMUSG00000053483.13
995,Ufc1,ENSMUSG00000062963.10
996,Gm20045,ENSMUSG00000103983.1
997,Dedd,ENSMUSG00000013973.12
998,Nit1,ENSMUSG00000013997.10
999,Pfdn2,ENSMUSG00000006412.10
1000,Klhdc9,ENSMUSG00000045259.4
1001,Nectin4,ENSMUSG00000006411.12
1002,Arhgap30,ENSMUSG00000048865.16
1003,Usf1,ENSMUSG00000026641.13
1004,Tstd1,ENSMUSG00000103711.1
1005,F11r,ENSMUSG00000038235.4
1006,B930036N10Rik,ENSMUSG00000091993.2
1007,Alyref2,ENSMUSG00000060244.1
1008,Ly9,ENSMUSG00000004707.14
1009,Slamf7,ENSMUSG00000038179.13
1010,A630035G10Rik,ENSMUSG00000103083.1
1011,Cd48,ENSMUSG00000015355.13
1012,Slamf1,ENSMUSG00000015316.11
1013,Cd84,ENSMUSG00000038147.13
1014,Gm10521,ENSMUSG00000073492.2
1015,Gm37065,ENSMUSG00000104413.1
1016,Slamf6,ENSMUSG00000015314.10
1017,Vangl2,ENSMUSG00000026556.15
1018,Ncstn,ENSMUSG00000003458.12
1019,Copa,ENSMUSG00000026553.17
1020,Pex19,ENSMUSG00000003464.13
1021,Dcaf8,ENSMUSG00000026554.15
1022,Pea15a,ENSMUSG00000013698.12
1023,Casq1,ENSMUSG00000007122.11
1024,Gm17224,ENSMUSG00000092085.1
1025,Atp1a4,ENSMUSG00000007107.6
1026,Igsf8,ENSMUSG00000038034.15
1027,Atp1a2,ENSMUSG00000007097.14
1028,Kcnj9,ENSMUSG00000038026.12
1029,Kcnj10,ENSMUSG00000044708.5
1030,Pigm,ENSMUSG00000050229.3
1031,Slamf9,ENSMUSG00000026548.4
1032,Igsf9,ENSMUSG00000037995.15
1033,Tagln2,ENSMUSG00000026547.15
1034,Cfap45,ENSMUSG00000026546.16
1035,Vsig8,ENSMUSG00000049598.9
1036,Slamf8,ENSMUSG00000053318.7
1037,Dusp23,ENSMUSG00000026544.6
1038,Ackr1,ENSMUSG00000037872.5
1039,Cadm3,ENSMUSG00000005338.13
1040,Aim2,ENSMUSG00000037860.15
1041,Ifi206,ENSMUSG00000037849.8
1042,Ifi213,ENSMUSG00000073491.11
1043,Ifi209,ENSMUSG00000043263.13
1044,Ifi208,ENSMUSG00000066677.12
1045,Ifi207,ENSMUSG00000073490.11
1046,Ifi204,ENSMUSG00000073489.6
1047,Mndal,ENSMUSG00000090272.9
1048,Ifi211,ENSMUSG00000026536.9
1049,Ifi203,ENSMUSG00000039997.16
1050,Olfr432,ENSMUSG00000047048.4
1051,Olfr420,ENSMUSG00000055033.4
1052,Olfr414,ENSMUSG00000051509.6
1053,Fmn2,ENSMUSG00000028354.13
1054,Grem2,ENSMUSG00000050069.3
1055,Rgs7,ENSMUSG00000026527.13
1056,Gm36307,ENSMUSG00000103079.1
1057,Fh1,ENSMUSG00000026526.14
1058,Opn3,ENSMUSG00000026525.9
1059,Chml,ENSMUSG00000078185.3
1060,Exo1,ENSMUSG00000039748.11
1061,Gm38100,ENSMUSG00000104158.2
1062,Pld5,ENSMUSG00000055214.15
1063,Gm38101,ENSMUSG00000104157.1
1064,Cep170,ENSMUSG00000057335.11
1065,Sdccag8,ENSMUSG00000026504.17
1066,Akt3,ENSMUSG00000019699.16
1067,Gm26801,ENSMUSG00000097892.2
1068,Zbtb18,ENSMUSG00000063659.11
1069,Gm29856,ENSMUSG00000102432.1
1070,Gm37306,ENSMUSG00000103043.1
1071,Gm37280,ENSMUSG00000102885.1
1072,1700016C15Rik,ENSMUSG00000015962.5
1073,Adss,ENSMUSG00000015961.8
1074,Catspere2,ENSMUSG00000091476.8
1075,Desi2,ENSMUSG00000026502.13
1076,4930527J03Rik,ENSMUSG00000070489.5
1077,B230369F24Rik,ENSMUSG00000086350.1
1078,Cox20,ENSMUSG00000026500.6
1079,Hnrnpu,ENSMUSG00000039630.10
1080,Efcab2,ENSMUSG00000026495.8
1081,Kif26b,ENSMUSG00000026494.12
1082,Smyd3,ENSMUSG00000055067.15
1083,Tfb2m,ENSMUSG00000026492.11
1084,Cnst,ENSMUSG00000038949.8
1085,Sccpdh,ENSMUSG00000038936.13
1086,Kif28,ENSMUSG00000087236.3
1087,Ahctf1,ENSMUSG00000026491.13
1088,Gm10518,ENSMUSG00000073486.2
1089,Cdc42bpa,ENSMUSG00000026490.18
1090,Coq8a,ENSMUSG00000026489.13
1091,Gm37336,ENSMUSG00000104520.1
1092,Psen2,ENSMUSG00000010609.15
1093,Gm31728,ENSMUSG00000102923.1
1094,Itpkb,ENSMUSG00000038855.10
1095,Stum,ENSMUSG00000053963.7
1096,Parp1,ENSMUSG00000026496.11
1097,Lin9,ENSMUSG00000058729.13
1098,Mixl1,ENSMUSG00000026497.7
1099,Acbd3,ENSMUSG00000026499.5
1100,Gm37768,ENSMUSG00000103649.1
1101,Gm38293,ENSMUSG00000103156.1
1102,H3f3a,ENSMUSG00000060743.12
1103,H3f3aos,ENSMUSG00000073485.3
1104,Sde2,ENSMUSG00000038806.7
1105,Lefty2,ENSMUSG00000066652.5
1106,Pycr2,ENSMUSG00000026520.8
1107,Lefty1,ENSMUSG00000038793.8
1108,Tmem63a,ENSMUSG00000026519.16
1109,Ephx1,ENSMUSG00000038776.13
1110,9130409I23Rik,ENSMUSG00000038768.8
1111,Nvl,ENSMUSG00000026516.8
1112,Cnih4,ENSMUSG00000062169.13
1113,Wdr26,ENSMUSG00000038733.14
1114,A430110L20Rik,ENSMUSG00000054135.2
1115,Cnih3,ENSMUSG00000026514.14
1116,Ccdc121,ENSMUSG00000050625.4
1117,Dnah14,ENSMUSG00000047369.17
1118,Lbr,ENSMUSG00000004880.11
1119,Enah,ENSMUSG00000022995.16
1120,Srp9,ENSMUSG00000026511.7
1121,Degs1,ENSMUSG00000038633.5
1122,1700047M11Rik,ENSMUSG00000100147.2
1123,Fbxo28,ENSMUSG00000047539.9
1124,Trp53bp2,ENSMUSG00000026510.10
1125,Capn2,ENSMUSG00000026509.15
1126,Gm37885,ENSMUSG00000102234.1
1127,Susd4,ENSMUSG00000038576.15
1128,Tlr5,ENSMUSG00000079164.8
1129,Gm38079,ENSMUSG00000104367.1
1130,Disp1,ENSMUSG00000030768.12
1131,Brox,ENSMUSG00000046836.13
1132,Aida,ENSMUSG00000042901.10
1133,Mia3,ENSMUSG00000056050.13
1134,Taf1a,ENSMUSG00000072258.10
1135,Gm37986,ENSMUSG00000104212.1
1136,Hhipl2,ENSMUSG00000053461.9
1137,Dusp10,ENSMUSG00000039384.8
1138,Hlx,ENSMUSG00000039377.7
1139,Gm34342,ENSMUSG00000102158.1
1140,Marc1,ENSMUSG00000026621.13
1141,Marc2,ENSMUSG00000073481.9
1142,C130074G19Rik,ENSMUSG00000039349.5
1143,Mark1,ENSMUSG00000026620.11
1144,Gm37662,ENSMUSG00000104461.1
1145,Rab3gap2,ENSMUSG00000039318.12
1146,Iars2,ENSMUSG00000026618.11
1147,Bpnt1,ENSMUSG00000026617.16
1148,4930532G15Rik,ENSMUSG00000097261.2
1149,Eprs,ENSMUSG00000026615.14
1150,9630028B13Rik,ENSMUSG00000051295.8
1151,Gm2061,ENSMUSG00000097615.1
1152,Slc30a10,ENSMUSG00000026614.7
1153,Lyplal1,ENSMUSG00000039246.8
1154,Tgfb2,ENSMUSG00000039239.14
1155,Gm29491,ENSMUSG00000100393.1
1156,Rrp15,ENSMUSG00000001305.5
1157,A430105J06Rik,ENSMUSG00000097784.1
1158,Spata17,ENSMUSG00000026611.17
1159,Gpatch2,ENSMUSG00000039210.16
1160,Gm37896,ENSMUSG00000103923.1
1161,Esrrg,ENSMUSG00000026610.13
1162,Ush2a,ENSMUSG00000026609.15
1163,Kctd3,ENSMUSG00000026608.13
1164,Kcnk2,ENSMUSG00000037624.15
1165,Cenpf,ENSMUSG00000026605.14
1166,Ptpn14,ENSMUSG00000026604.17
1167,Gm37422,ENSMUSG00000104435.1
1168,Smyd2,ENSMUSG00000026603.13
1169,Prox1,ENSMUSG00000010175.13
1170,Gm28172,ENSMUSG00000099404.1
1171,Prox1os,ENSMUSG00000079045.3
1172,Rps6kc1,ENSMUSG00000089872.10
1173,Angel2,ENSMUSG00000026634.16
1174,Vash2,ENSMUSG00000037568.12
1175,Flvcr1,ENSMUSG00000066595.9
1176,A230020J21Rik,ENSMUSG00000097845.2
1177,Spata45,ENSMUSG00000057072.11
1178,Tatdn3,ENSMUSG00000026632.17
1179,Nsl1,ENSMUSG00000062510.12
1180,Batf3,ENSMUSG00000026630.9
1181,Fam71a,ENSMUSG00000091017.1
1182,Atf3,ENSMUSG00000026628.13
1183,D730003I15Rik,ENSMUSG00000073478.6
1184,Gm37168,ENSMUSG00000103174.1
1185,Nenf,ENSMUSG00000037499.9
1186,Pacc1,ENSMUSG00000026627.7
1187,Ppp2r5a,ENSMUSG00000026626.11
1188,Gm32200,ENSMUSG00000103114.1
1189,Dtl,ENSMUSG00000037474.13
1190,Ints7,ENSMUSG00000037461.10
1191,Lpgat1,ENSMUSG00000026623.16
1192,Gm38037,ENSMUSG00000102840.1
1193,Nek2,ENSMUSG00000026622.15
1194,Slc30a1,ENSMUSG00000037434.7
1195,Rd3,ENSMUSG00000049353.17
1196,Gm26670,ENSMUSG00000097416.3
1197,Traf5,ENSMUSG00000026637.13
1198,Gm26879,ENSMUSG00000097089.2
1199,Rcor3,ENSMUSG00000037395.15
1200,Gm10516,ENSMUSG00000097316.2
1201,Kcnh1,ENSMUSG00000058248.12
1202,Hhat,ENSMUSG00000037375.16
1203,1700065J18Rik,ENSMUSG00000100872.2
1204,Sertad4,ENSMUSG00000016262.14
1205,Gm15867,ENSMUSG00000089812.2
1206,Syt14,ENSMUSG00000016200.14
1207,Gm31406,ENSMUSG00000103640.1
1208,Utp25,ENSMUSG00000016181.9
1209,A130010J15Rik,ENSMUSG00000079144.7
1210,Traf3ip3,ENSMUSG00000037318.10
1211,Lamb3,ENSMUSG00000026639.18
1212,Hsd11b1,ENSMUSG00000016194.14
1213,G0s2,ENSMUSG00000009633.3
1214,Camk1g,ENSMUSG00000016179.11
1215,Mir205hg,ENSMUSG00000097850.2
1216,Plxna2,ENSMUSG00000026640.12
1217,Cd34,ENSMUSG00000016494.9
1218,Gm16897,ENSMUSG00000097325.2
1219,A330023F24Rik,ENSMUSG00000096929.7
1220,Cd46,ENSMUSG00000016493.13
1221,Cr1l,ENSMUSG00000016481.15
1222,Cr2,ENSMUSG00000026616.16
1223,Ppp1r14c,ENSMUSG00000040653.6
1224,Iyd,ENSMUSG00000019762.4
1225,Plekhg1,ENSMUSG00000040624.18
1226,Mthfd1l,ENSMUSG00000040675.17
1227,Gm30570,ENSMUSG00000111266.1
1228,Akap12,ENSMUSG00000038587.9
1229,Zbtb2,ENSMUSG00000075327.10
1230,Gm21781,ENSMUSG00000095123.1
1231,Rmnd1,ENSMUSG00000019763.11
1232,Gm16153,ENSMUSG00000085687.1
1233,Armt1,ENSMUSG00000061759.15
1234,Ccdc170,ENSMUSG00000019767.12
1235,Esr1,ENSMUSG00000019768.16
1236,Syne1,ENSMUSG00000096054.3
1237,Myct1,ENSMUSG00000046916.9
1238,Vip,ENSMUSG00000019772.5
1239,Fbxo5,ENSMUSG00000019773.7
1240,Mtrf1l,ENSMUSG00000019774.8
1241,Rgs17,ENSMUSG00000019775.17
1242,Oprm1,ENSMUSG00000000766.18
1243,Ipcef1,ENSMUSG00000064065.15
1244,Cnksr3,ENSMUSG00000015202.13
1245,Ulbp1,ENSMUSG00000079685.10
