,gene_name,gene_id
16676,Ankrd27,ENSMUSG00000034867.16
16677,Pdcd5,ENSMUSG00000030417.15
16678,Dpy19l3,ENSMUSG00000043671.14
16679,Zfp507,ENSMUSG00000044452.10
16680,E130304I02Rik,ENSMUSG00000044997.3
16681,Tshz3,ENSMUSG00000021217.7
16682,Gm28078,ENSMUSG00000101342.1
16683,Gm28077,ENSMUSG00000099715.2
16684,Zfp536,ENSMUSG00000043456.17
16685,Uri1,ENSMUSG00000030421.9
16686,Gm30771,ENSMUSG00000108334.1
16687,Ccne1,ENSMUSG00000002068.16
16688,D530033B14Rik,ENSMUSG00000108332.1
16689,1600014C10Rik,ENSMUSG00000054676.15
16690,Plekhf1,ENSMUSG00000074170.5
16691,Pop4,ENSMUSG00000030423.7
16692,Gm44767,ENSMUSG00000108749.1
16693,Zfp619,ENSMUSG00000068959.6
16694,Gm37494,ENSMUSG00000108621.1
16695,A230077H06Rik,ENSMUSG00000100600.6
16696,Vstm2b,ENSMUSG00000039257.11
16697,AI987944,ENSMUSG00000056383.10
16698,Gm17102,ENSMUSG00000091864.1
16699,Vmn2r57,ENSMUSG00000066537.5
16700,AW146154,ENSMUSG00000074166.7
16701,Gm6871,ENSMUSG00000090744.7
16702,2610021A01Rik,ENSMUSG00000091474.2
16703,Zfp788,ENSMUSG00000074165.10
16704,Vmn2r58,ENSMUSG00000090383.2
16705,Vmn2r61,ENSMUSG00000090967.3
16706,Zfp141,ENSMUSG00000092416.2
16707,Gm44997,ENSMUSG00000108446.1
16708,Gm21028,ENSMUSG00000094462.1
16709,Zfp977,ENSMUSG00000092335.1
16710,Zfp976,ENSMUSG00000074158.9
16711,Zfp975,ENSMUSG00000069727.5
16712,Gm17067,ENSMUSG00000091594.2
16713,Gm2381,ENSMUSG00000092225.1
16714,Vmn2r63,ENSMUSG00000090751.2
16715,Zfp936,ENSMUSG00000064194.10
16716,Zfp715,ENSMUSG00000012640.16
16717,Siglecf,ENSMUSG00000039013.16
16718,Siglecg,ENSMUSG00000030468.12
16719,AC149091.1,ENSMUSG00000118553.1
16720,Cldnd2,ENSMUSG00000038973.2
16721,Etfb,ENSMUSG00000004610.4
16722,Vsig10l,ENSMUSG00000070604.5
16723,Iglon5,ENSMUSG00000013367.5
16724,4931406B18Rik,ENSMUSG00000013353.10
16725,Gm2511,ENSMUSG00000108695.1
16726,Cd33,ENSMUSG00000004609.11
16727,Zfp658,ENSMUSG00000056592.14
16728,Zfp719,ENSMUSG00000030469.10
16729,Zfp819,ENSMUSG00000055102.15
16730,Siglece,ENSMUSG00000030474.9
16731,Gm36546,ENSMUSG00000108783.1
16732,Ctu1,ENSMUSG00000038888.8
16733,Klk13,ENSMUSG00000054046.7
16734,Klk8,ENSMUSG00000064023.4
16735,Klk6,ENSMUSG00000050063.18
16736,Klk1b24,ENSMUSG00000063713.7
16737,1700028J19Rik,ENSMUSG00000038782.7
16738,2410002F23Rik,ENSMUSG00000045411.16
16739,Acp4,ENSMUSG00000012777.14
16740,Gm15517,ENSMUSG00000087376.3
16741,Clec11a,ENSMUSG00000004473.10
16742,Shank1,ENSMUSG00000038738.15
16743,1700008O03Rik,ENSMUSG00000008028.15
16744,Gm44780,ENSMUSG00000108509.1
16745,Syt3,ENSMUSG00000030731.13
16746,Lrrc4b,ENSMUSG00000047085.14
16747,Aspdh,ENSMUSG00000038704.12
16748,Josd2,ENSMUSG00000038695.13
16749,5430431A17Rik,ENSMUSG00000108322.2
16750,Emc10,ENSMUSG00000008140.18
16751,Fam71e1,ENSMUSG00000051113.9
16752,Spib,ENSMUSG00000008193.13
16753,Pold1,ENSMUSG00000038644.14
16754,Nr1h2,ENSMUSG00000060601.13
16755,Gm15396,ENSMUSG00000109491.1
16756,Kcnc3,ENSMUSG00000062785.14
16757,Myh14,ENSMUSG00000030739.18
16758,2310016G11Rik,ENSMUSG00000070574.2
16759,Zfp473,ENSMUSG00000048012.19
16760,Vrk3,ENSMUSG00000002205.16
16761,Atf5,ENSMUSG00000038539.15
16762,Nup62,ENSMUSG00000109511.1
16763,Il4i1,ENSMUSG00000074141.13
16764,Tbc1d17,ENSMUSG00000038520.15
16765,Akt1s1,ENSMUSG00000011096.17
16766,Pnkp,ENSMUSG00000002963.17
16767,Ptov1,ENSMUSG00000038502.17
16768,Med25,ENSMUSG00000002968.9
16769,Fuz,ENSMUSG00000011658.16
16770,Ap2a1,ENSMUSG00000060279.14
16771,Tsks,ENSMUSG00000059891.14
16772,Cpt1c,ENSMUSG00000007783.10
16773,6530437J22Rik,ENSMUSG00000109111.1
16774,Prmt1,ENSMUSG00000109324.2
16775,Gm15545,ENSMUSG00000087138.1
16776,Bcl2l12,ENSMUSG00000003190.12
16777,Irf3,ENSMUSG00000003184.15
16778,Scaf1,ENSMUSG00000038406.17
16779,Rras,ENSMUSG00000038387.9
16780,Prr12,ENSMUSG00000046574.8
16781,Prrg2,ENSMUSG00000007837.11
16782,Nosip,ENSMUSG00000003421.13
16783,Rcn3,ENSMUSG00000019539.11
16784,Gm45669,ENSMUSG00000109947.1
16785,Fcgrt,ENSMUSG00000003420.8
16786,Gm45552,ENSMUSG00000110279.1
16787,Rps11,ENSMUSG00000003429.11
16788,Rpl13a,ENSMUSG00000074129.14
16789,Flt3l,ENSMUSG00000110206.1
16790,Aldh16a1,ENSMUSG00000007833.15
16791,Pih1d1,ENSMUSG00000003423.15
16792,Slc17a7,ENSMUSG00000070570.5
16793,Pth2,ENSMUSG00000038300.6
16794,Ccdc155,ENSMUSG00000038292.14
16795,Dkkl1,ENSMUSG00000030792.8
16796,Tead2,ENSMUSG00000030796.17
16797,Cd37,ENSMUSG00000030798.15
16798,Slc6a16,ENSMUSG00000094152.5
16799,Trpm4,ENSMUSG00000038260.10
16800,Ppfia3,ENSMUSG00000003863.18
16801,Mtag2,ENSMUSG00000091510.4
16802,Lin7b,ENSMUSG00000003872.9
16803,Snrnp70,ENSMUSG00000063511.11
16804,Kcna7,ENSMUSG00000038201.10
16805,Ntf5,ENSMUSG00000074121.3
16806,AC151602.1,ENSMUSG00000118462.1
16807,Ruvbl2,ENSMUSG00000003868.14
16808,Gys1,ENSMUSG00000003865.16
16809,Ftl1,ENSMUSG00000050708.16
16810,Bax,ENSMUSG00000003873.11
16811,Dhdh,ENSMUSG00000011382.8
16812,Tulp2,ENSMUSG00000023467.18
16813,Nucb1,ENSMUSG00000030824.17
16814,Ppp1r15a,ENSMUSG00000040435.12
16815,Plekha4,ENSMUSG00000040428.19
16816,0610005C13Rik,ENSMUSG00000109644.1
16817,Bcat2,ENSMUSG00000030826.19
16818,Gm31479,ENSMUSG00000109632.1
16819,Izumo1,ENSMUSG00000064158.6
16820,Rasip1,ENSMUSG00000044562.12
16821,Gm45437,ENSMUSG00000109998.1
16822,A030001D20Rik,ENSMUSG00000110357.1
16823,Mamstr,ENSMUSG00000042918.17
16824,Fut2,ENSMUSG00000055978.5
16825,Sec1,ENSMUSG00000040364.8
16826,Ntn5,ENSMUSG00000070564.15
16827,Car11,ENSMUSG00000003273.14
16828,Dbp,ENSMUSG00000059824.12
16829,Sphk2,ENSMUSG00000057342.15
16830,Rpl18,ENSMUSG00000059070.16
16831,Fam83e,ENSMUSG00000054161.12
16832,Sult2b1,ENSMUSG00000003271.17
16833,Gm31597,ENSMUSG00000109602.1
16834,Lmtk3,ENSMUSG00000062044.16
16835,Cyth2,ENSMUSG00000003269.17
16836,Kcnj14,ENSMUSG00000058743.6
16837,Grwd1,ENSMUSG00000053801.18
16838,Gm45441,ENSMUSG00000110020.1
16839,Grin2d,ENSMUSG00000002771.12
16840,Kdelr1,ENSMUSG00000002778.14
16841,Syngr4,ENSMUSG00000040231.16
16842,Tmem143,ENSMUSG00000002781.19
16843,Emp3,ENSMUSG00000040212.12
16844,Gm45442,ENSMUSG00000110208.1
16845,Ccdc114,ENSMUSG00000040189.18
16846,Abcc6,ENSMUSG00000030834.7
16847,Nomo1,ENSMUSG00000030835.6
16848,Kcnj11,ENSMUSG00000096146.2
16849,Abcc8,ENSMUSG00000040136.10
16850,Ush1c,ENSMUSG00000030838.19
16851,Myod1,ENSMUSG00000009471.4
16852,Kcnc1,ENSMUSG00000058975.7
16853,Sergef,ENSMUSG00000030839.12
16854,Tph1,ENSMUSG00000040046.14
16855,Saal1,ENSMUSG00000006763.14
16856,Saa4,ENSMUSG00000040017.8
16857,Saa1,ENSMUSG00000074115.5
16858,Saa2,ENSMUSG00000057465.5
16859,Hps5,ENSMUSG00000014418.16
16860,Gtf2h1,ENSMUSG00000006599.13
16861,Ldha,ENSMUSG00000063229.15
16862,Ldhc,ENSMUSG00000030851.15
16863,Tsg101,ENSMUSG00000014402.15
16864,Uevld,ENSMUSG00000043262.16
16865,C86187,ENSMUSG00000110001.1
16866,Gm9999,ENSMUSG00000056509.10
16867,Spty2d1,ENSMUSG00000049516.9
16868,Gm32031,ENSMUSG00000109118.1
16869,Gm45474,ENSMUSG00000109634.1
16870,Tmem86a,ENSMUSG00000010307.7
16871,Ptpn5,ENSMUSG00000030854.17
16872,Zdhhc13,ENSMUSG00000030471.17
16873,Csrp3,ENSMUSG00000030470.15
16874,E2f8,ENSMUSG00000046179.17
16875,Gm2788,ENSMUSG00000085995.2
16876,Nav2,ENSMUSG00000052512.17
16877,Htatip2,ENSMUSG00000039745.8
16878,Prmt3,ENSMUSG00000030505.17
16879,Slc6a5,ENSMUSG00000039728.15
16880,Nell1,ENSMUSG00000055409.14
16881,Ano5,ENSMUSG00000055489.8
16882,Slc17a6,ENSMUSG00000030500.6
16883,Gm45235,ENSMUSG00000108957.1
16884,Fancf,ENSMUSG00000092118.1
16885,Gas2,ENSMUSG00000030498.15
16886,Svip,ENSMUSG00000074093.4
16887,Luzp2,ENSMUSG00000063297.7
16888,Siglech,ENSMUSG00000051504.18
16889,Tubgcp5,ENSMUSG00000033790.11
16890,Cyfip1,ENSMUSG00000030447.15
16891,Nipa2,ENSMUSG00000030452.16
16892,A230056P14Rik,ENSMUSG00000087178.7
16893,Nipa1,ENSMUSG00000047037.5
16894,Gm34121,ENSMUSG00000108659.1
16895,Herc2,ENSMUSG00000030451.16
16896,Oca2,ENSMUSG00000030450.11
16897,Gabrg3,ENSMUSG00000055026.13
16898,Gm9962,ENSMUSG00000055048.7
16899,Gabra5,ENSMUSG00000055078.7
16900,Gabrb3,ENSMUSG00000033676.13
16901,Atp10a,ENSMUSG00000025324.8
16902,Ube3a,ENSMUSG00000025326.12
16903,Snhg14,ENSMUSG00000100826.6
16904,Gm38393,ENSMUSG00000000948.16
16905,Snrpn,ENSMUSG00000102252.5
16906,Gm44644,ENSMUSG00000109121.1
16907,Gm44643,ENSMUSG00000108867.1
16908,A230006K03Rik,ENSMUSG00000068151.7
16909,B230209E15Rik,ENSMUSG00000109006.2
16910,A230057D06Rik,ENSMUSG00000109394.2
16911,A330076H08Rik,ENSMUSG00000109321.1
16912,Gm9801,ENSMUSG00000045813.7
16913,Peg12,ENSMUSG00000070526.2
16914,Chrna7,ENSMUSG00000030525.8
16915,Otud7a,ENSMUSG00000033510.14
16916,Gm44718,ENSMUSG00000108421.1
16917,Klf13,ENSMUSG00000052040.10
16918,Gm32633,ENSMUSG00000108393.1
16919,Trpm1,ENSMUSG00000030523.18
16920,Mtmr10,ENSMUSG00000030522.14
16921,Gm20457,ENSMUSG00000092187.1
16922,Fan1,ENSMUSG00000033458.17
16923,Mphosph10,ENSMUSG00000030521.11
16924,Mcee,ENSMUSG00000033429.10
16925,Apba2,ENSMUSG00000030519.14
16926,Fam189a1,ENSMUSG00000030518.17
16927,Tjp1,ENSMUSG00000030516.14
16928,BC046251,ENSMUSG00000086662.7
16929,Tarsl2,ENSMUSG00000030515.9
16930,Tm2d3,ENSMUSG00000078681.10
16931,Gm20684,ENSMUSG00000093405.1
16932,Pcsk6,ENSMUSG00000030513.14
16933,Snrpa1,ENSMUSG00000030512.13
16934,Gm45081,ENSMUSG00000108777.1
16935,Selenos,ENSMUSG00000075701.9
16936,Chsy1,ENSMUSG00000032640.10
16937,Lrrk1,ENSMUSG00000015133.17
16938,Aldh1a3,ENSMUSG00000015134.15
16939,Asb7,ENSMUSG00000030509.17
16940,Lins1,ENSMUSG00000053091.16
16941,Cers3,ENSMUSG00000030510.11
16942,Adamts17,ENSMUSG00000058145.16
16943,1700112J16Rik,ENSMUSG00000097527.2
16944,Lysmd4,ENSMUSG00000043831.12
16945,Mef2a,ENSMUSG00000030557.17
16946,Gm33926,ENSMUSG00000109329.1
16947,Lrrc28,ENSMUSG00000030556.13
16948,Ttc23,ENSMUSG00000030555.16
16949,Synm,ENSMUSG00000030554.16
16950,4833412C05Rik,ENSMUSG00000097697.2
16951,Gm34350,ENSMUSG00000109464.1
16952,Gm39027,ENSMUSG00000109193.1
16953,Igf1r,ENSMUSG00000005533.10
16954,Pgpep1l,ENSMUSG00000030553.3
16955,Gm16157,ENSMUSG00000086628.7
16956,Fam169b,ENSMUSG00000074071.11
16957,Gm34549,ENSMUSG00000108828.1
16958,Arrdc4,ENSMUSG00000042659.15
16959,Gm44691,ENSMUSG00000109524.1
16960,Gm34838,ENSMUSG00000110028.1
16961,Gm38584,ENSMUSG00000109153.1
16962,4930402F11Rik,ENSMUSG00000108885.1
16963,Gm29683,ENSMUSG00000109097.1
16964,Gm44946,ENSMUSG00000109361.1
16965,Nr2f2,ENSMUSG00000030551.14
16966,B130024G19Rik,ENSMUSG00000100005.7
16967,Gm35842,ENSMUSG00000109028.1
16968,Gm44812,ENSMUSG00000109021.1
16969,Gm44808,ENSMUSG00000109294.1
16970,Mctp2,ENSMUSG00000032776.9
16971,Gm44725,ENSMUSG00000108329.1
16972,Gm6567,ENSMUSG00000108383.1
16973,Gm28746,ENSMUSG00000101843.1
16974,Gm20083,ENSMUSG00000108778.1
16975,Gm30075,ENSMUSG00000108513.1
16976,4930429H19Rik,ENSMUSG00000108530.1
16977,A730056A06Rik,ENSMUSG00000097756.2
16978,Rgma,ENSMUSG00000070509.15
16979,Chd2,ENSMUSG00000078671.11
16980,1810026B05Rik,ENSMUSG00000101970.7
16981,Gm44734,ENSMUSG00000108724.1
16982,Gm44737,ENSMUSG00000108311.1
16983,Fam174b,ENSMUSG00000078670.3
16984,Gm10619,ENSMUSG00000074067.9
16985,St8sia2,ENSMUSG00000025789.9
16986,Slco3a1,ENSMUSG00000025790.14
16987,Sv2b,ENSMUSG00000053025.13
16988,1500012K07Rik,ENSMUSG00000097247.2
16989,Akap13,ENSMUSG00000066406.15
16990,AU020206,ENSMUSG00000097415.2
16991,Klhl25,ENSMUSG00000055652.14
16992,Agbl1,ENSMUSG00000025754.11
16993,Ntrk3,ENSMUSG00000059146.12
16994,Mrpl46,ENSMUSG00000030612.6
16995,Mrps11,ENSMUSG00000030611.10
16996,5330411O13Rik,ENSMUSG00000108603.1
16997,Det1,ENSMUSG00000030610.13
16998,1700011D18Rik,ENSMUSG00000108791.1
16999,Aen,ENSMUSG00000030609.18
17000,Isg20,ENSMUSG00000039236.18
17001,Acan,ENSMUSG00000030607.7
17002,Hapln3,ENSMUSG00000030606.8
17003,Mfge8,ENSMUSG00000030605.15
17004,Gm31510,ENSMUSG00000108387.1
17005,Abhd2,ENSMUSG00000039202.12
17006,Rlbp1,ENSMUSG00000039194.16
17007,Fanci,ENSMUSG00000039187.16
17008,Polg,ENSMUSG00000039176.17
17009,Mir9-3hg,ENSMUSG00000097023.8
17010,Gm35040,ENSMUSG00000108616.1
17011,Gm45168,ENSMUSG00000108373.1
17012,Gm45169,ENSMUSG00000108776.1
17013,Rhcg,ENSMUSG00000030549.6
17014,Ticrr,ENSMUSG00000046591.10
17015,Kif7,ENSMUSG00000050382.14
17016,9330171B17Rik,ENSMUSG00000039133.8
17017,Plin1,ENSMUSG00000030546.14
17018,Pex11a,ENSMUSG00000030545.9
17019,Wdr93,ENSMUSG00000039099.7
17020,Mesp1,ENSMUSG00000030544.5
17021,Mesp2,ENSMUSG00000030543.10
17022,Anpep,ENSMUSG00000039062.15
17023,Ap3s2,ENSMUSG00000063801.7
17024,5430400D12Rik,ENSMUSG00000097699.2
17025,Arpin,ENSMUSG00000039043.5
17026,Zfp710,ENSMUSG00000048897.15
17027,Idh2,ENSMUSG00000030541.16
17028,Sema4b,ENSMUSG00000030539.13
17029,Cib1,ENSMUSG00000030538.15
17030,Gdpgp1,ENSMUSG00000050973.11
17031,Ttll13,ENSMUSG00000045467.13
17032,Ngrn,ENSMUSG00000047084.8
17033,Vps33b,ENSMUSG00000030534.13
17034,Rccd1,ENSMUSG00000038930.11
17035,Prc1,ENSMUSG00000038943.16
17036,Unc45a,ENSMUSG00000030533.16
17037,Hddc3,ENSMUSG00000030532.6
17038,Man2a2,ENSMUSG00000038886.10
17039,Fes,ENSMUSG00000053158.10
17040,Furin,ENSMUSG00000030530.15
17041,Gm44851,ENSMUSG00000108436.1
17042,Blm,ENSMUSG00000030528.12
17043,Crtc3,ENSMUSG00000030527.15
17044,Iqgap1,ENSMUSG00000030536.10
17045,Zscan2,ENSMUSG00000038797.13
17046,Wdr73,ENSMUSG00000025722.16
17047,Nmb,ENSMUSG00000025723.12
17048,Sec11a,ENSMUSG00000025724.12
17049,Gm44899,ENSMUSG00000109008.2
17050,Zfp592,ENSMUSG00000005621.11
17051,Alpk3,ENSMUSG00000038763.12
17052,Pde8a,ENSMUSG00000025584.17
17053,Rps17,ENSMUSG00000061787.15
17054,Cpeb1,ENSMUSG00000025586.17
17055,Ap3b2,ENSMUSG00000062444.15
17056,BC048679,ENSMUSG00000061877.13
17057,2900076A07Rik,ENSMUSG00000097277.7
17058,Fsd2,ENSMUSG00000038663.7
17059,Whamm,ENSMUSG00000045795.10
17060,Homer2,ENSMUSG00000025813.14
17061,Ramac,ENSMUSG00000038646.13
17062,3110040N11Rik,ENSMUSG00000025102.14
17063,Btbd1,ENSMUSG00000025103.8
17064,Gm10160,ENSMUSG00000066378.3
17065,Tm6sf1,ENSMUSG00000038623.9
17066,Hdgfl3,ENSMUSG00000025104.13
17067,Sh3gl3,ENSMUSG00000030638.13
17068,Adamtsl3,ENSMUSG00000070469.12
17069,Saxo2,ENSMUSG00000038570.15
17070,Efl1,ENSMUSG00000038563.14
17071,1700010L04Rik,ENSMUSG00000030636.15
17072,Gm36584,ENSMUSG00000109383.1
17073,Mex3b,ENSMUSG00000057706.7
17074,5930435M05Rik,ENSMUSG00000108861.1
17075,Gm10610,ENSMUSG00000094841.2
17076,Tmc3,ENSMUSG00000038540.14
17077,Gm16638,ENSMUSG00000087088.2
17078,Stard5,ENSMUSG00000046027.17
17079,Il16,ENSMUSG00000001741.12
17080,Cfap161,ENSMUSG00000011154.17
17081,Gm44993,ENSMUSG00000109248.1
17082,Gm39043,ENSMUSG00000109450.1
17083,Tlnrd1,ENSMUSG00000070462.4
17084,Mesd,ENSMUSG00000038503.15
17085,Cemip,ENSMUSG00000052353.13
17086,Abhd17c,ENSMUSG00000038459.10
17087,Gm26708,ENSMUSG00000097016.2
17088,Gm44827,ENSMUSG00000109091.1
17089,Arnt2,ENSMUSG00000015709.9
17090,Gm2115,ENSMUSG00000097789.2
17091,Fah,ENSMUSG00000030630.16
17092,Zfand6,ENSMUSG00000030629.15
17093,2610206C17Rik,ENSMUSG00000085236.3
17094,Vmn2r66,ENSMUSG00000094950.2
17095,Vmn2r67,ENSMUSG00000095664.2
17096,Vmn2r69,ENSMUSG00000091006.3
17097,Vmn2r74,ENSMUSG00000090774.2
17098,Vmn2r75,ENSMUSG00000090436.2
17099,Vmn2r76,ENSMUSG00000091239.2
17100,Olfr305,ENSMUSG00000055571.4
17101,Olfr303,ENSMUSG00000039608.6
17102,Olfr295,ENSMUSG00000059319.3
17103,Olfr292,ENSMUSG00000060688.4
17104,Folh1,ENSMUSG00000001773.14
17105,Vmn2r79,ENSMUSG00000090362.2
17106,Nox4,ENSMUSG00000030562.17
17107,Grm5,ENSMUSG00000049583.15
17108,Ctsc,ENSMUSG00000030560.17
17109,Gm44751,ENSMUSG00000109244.1
17110,Rab38,ENSMUSG00000030559.8
17111,Tmem135,ENSMUSG00000039428.11
17112,Fzd4,ENSMUSG00000049791.4
17113,Prss23,ENSMUSG00000039405.7
17114,Gm45064,ENSMUSG00000108875.1
17115,A230065N10Rik,ENSMUSG00000092071.1
17116,Me3,ENSMUSG00000030621.17
17117,Ccdc81,ENSMUSG00000039391.11
17118,Hikeshi,ENSMUSG00000062797.13
17119,Eed,ENSMUSG00000030619.10
17120,E230029C05Rik,ENSMUSG00000097585.2
17121,2310010J17Rik,ENSMUSG00000097162.2
17122,Picalm,ENSMUSG00000039361.11
17123,Ccdc83,ENSMUSG00000030617.13
17124,Sytl2,ENSMUSG00000030616.16
17125,Ccdc89,ENSMUSG00000044362.8
17126,Crebzf,ENSMUSG00000051451.6
17127,Tmem126a,ENSMUSG00000030615.12
17128,Tmem126b,ENSMUSG00000030614.8
17129,Dlg2,ENSMUSG00000052572.19
17130,Gm45159,ENSMUSG00000109125.1
17131,Ccdc90b,ENSMUSG00000030613.13
17132,Ankrd42,ENSMUSG00000041343.19
17133,Gm26944,ENSMUSG00000098066.2
17134,Pcf11,ENSMUSG00000041328.16
17135,Gm26981,ENSMUSG00000098041.1
17136,4632427E13Rik,ENSMUSG00000074024.5
17137,Rab30,ENSMUSG00000030643.14
17138,Ddias,ENSMUSG00000030641.10
17139,Prcp,ENSMUSG00000061119.7
17140,Gm26862,ENSMUSG00000097644.1
17141,Gm44947,ENSMUSG00000109175.1
17142,Gm32647,ENSMUSG00000108532.1
17143,Tenm4,ENSMUSG00000048078.16
17144,Nars2,ENSMUSG00000018995.12
17145,Gab2,ENSMUSG00000004508.6
17146,Usp35,ENSMUSG00000035713.15
17147,Kctd21,ENSMUSG00000044952.5
17148,Alg8,ENSMUSG00000035704.17
17149,Ndufc2,ENSMUSG00000030647.8
17150,Thrsp,ENSMUSG00000035686.8
17151,Kctd14,ENSMUSG00000051727.14
17152,Ints4,ENSMUSG00000025133.9
17153,Aamdc,ENSMUSG00000035642.16
17154,Rsf1,ENSMUSG00000035623.14
17155,Rsf1os2,ENSMUSG00000086993.1
17156,Clns1a,ENSMUSG00000025439.5
17157,Aqp11,ENSMUSG00000042797.9
17158,Pak1,ENSMUSG00000030774.13
17159,Gdpd4,ENSMUSG00000035582.13
17160,Myo7a,ENSMUSG00000030761.16
17161,Capn5,ENSMUSG00000035547.14
17162,B3gnt6,ENSMUSG00000074004.3
17163,Acer3,ENSMUSG00000030760.14
17164,Tsku,ENSMUSG00000049580.12
17165,Lrrc32,ENSMUSG00000090958.2
17166,Emsy,ENSMUSG00000035401.9
17167,Thap12,ENSMUSG00000030753.15
17168,Gm19656,ENSMUSG00000109149.1
17169,Wnt11,ENSMUSG00000015957.12
17170,Uvrag,ENSMUSG00000035354.9
17171,Dgat2,ENSMUSG00000030747.5
17172,Gm26705,ENSMUSG00000097015.2
17173,Map6,ENSMUSG00000055407.14
17174,Serpinh1,ENSMUSG00000070436.12
17175,Gdpd5,ENSMUSG00000035314.10
17176,Klhl35,ENSMUSG00000035298.8
17177,Rps3,ENSMUSG00000030744.13
17178,Arrb1,ENSMUSG00000018909.15
17179,Tpbgl,ENSMUSG00000096606.2
17180,Gm10605,ENSMUSG00000097974.1
17181,Slco2b1,ENSMUSG00000030737.17
17182,Gm15635,ENSMUSG00000085095.2
17183,Gm34280,ENSMUSG00000109559.1
17184,Neu3,ENSMUSG00000035239.6
17185,Spcs2,ENSMUSG00000035227.7
17186,Xrra1,ENSMUSG00000035211.9
17187,Gm38405,ENSMUSG00000109002.1
17188,Rnf169,ENSMUSG00000058761.5
17189,Chrdl2,ENSMUSG00000030732.13
17190,Pold3,ENSMUSG00000030726.16
17191,Lipt2,ENSMUSG00000030725.4
17192,Gm34821,ENSMUSG00000109186.1
17193,Pgm2l1,ENSMUSG00000030729.17
17194,P4ha3,ENSMUSG00000051048.17
17195,Ppme1,ENSMUSG00000030718.9
17196,C2cd3,ENSMUSG00000047248.20
17197,Gm10603,ENSMUSG00000099137.1
17198,Ucp3,ENSMUSG00000032942.14
17199,Ucp2,ENSMUSG00000033685.13
17200,Dnajb13,ENSMUSG00000030708.14
17201,Coa4,ENSMUSG00000044881.7
17202,Gm39059,ENSMUSG00000109123.1
17203,Mrpl48,ENSMUSG00000030706.17
17204,Rab6a,ENSMUSG00000030704.14
17205,Plekhb1,ENSMUSG00000030701.17
17206,Gm35082,ENSMUSG00000108866.1
17207,Fam168a,ENSMUSG00000029461.17
17208,Relt,ENSMUSG00000008318.10
17209,Arhgef17,ENSMUSG00000032875.8
17210,P2ry6,ENSMUSG00000048779.5
17211,P2ry2,ENSMUSG00000032860.5
17212,Fchsd2,ENSMUSG00000030691.15
17213,Atg16l2,ENSMUSG00000047767.17
17214,Stard10,ENSMUSG00000030688.15
17215,Gm45620,ENSMUSG00000110239.1
17216,Arap1,ENSMUSG00000032812.18
17217,Pde2a,ENSMUSG00000110195.1
17218,Clpb,ENSMUSG00000001829.17
17219,Phox2a,ENSMUSG00000007946.11
17220,Inppl1,ENSMUSG00000032737.13
17221,Gm10602,ENSMUSG00000073985.2
17222,Folr1,ENSMUSG00000001827.12
17223,Anapc15,ENSMUSG00000030649.18
17224,Tomt,ENSMUSG00000078630.8
17225,Lamtor1,ENSMUSG00000030842.12
17226,Lrrc51,ENSMUSG00000064307.13
17227,Numa1,ENSMUSG00000066306.13
17228,Il18bp,ENSMUSG00000070427.4
17229,Rnf121,ENSMUSG00000070426.12
17230,Xndc1,ENSMUSG00000099481.6
17231,Art5,ENSMUSG00000070424.12
17232,Art1,ENSMUSG00000030996.8
17233,Chrna10,ENSMUSG00000066279.3
17234,Nup98,ENSMUSG00000063550.8
17235,Pgap2,ENSMUSG00000030990.18
17236,Rhog,ENSMUSG00000073982.11
17237,Stim1,ENSMUSG00000030987.5
17238,Rrm1,ENSMUSG00000030978.10
17239,Olfr543,ENSMUSG00000044814.6
17240,Olfr544,ENSMUSG00000043925.7
17241,Olfr545,ENSMUSG00000044824.8
17242,Olfr548-ps1,ENSMUSG00000073978.8
17243,Trim21,ENSMUSG00000030966.13
17244,Olfr550,ENSMUSG00000073975.3
17245,Olfr554,ENSMUSG00000073971.3
17246,Olfr556,ENSMUSG00000073969.3
17247,Trim68,ENSMUSG00000073968.4
17248,Olfr558,ENSMUSG00000070423.6
17249,Olfr571,ENSMUSG00000043310.4
17250,Olfr578,ENSMUSG00000045792.2
17251,Olfr586,ENSMUSG00000066268.6
17252,Olfr607,ENSMUSG00000081945.4
17253,Olfr620,ENSMUSG00000045132.3
17254,Olfr622,ENSMUSG00000050085.5
17255,Olfr624,ENSMUSG00000045780.3
17256,Hbb-bt,ENSMUSG00000073940.3
17257,Hbb-bs,ENSMUSG00000052305.6
17258,Hbb-bh1,ENSMUSG00000052217.6
17259,Olfr633,ENSMUSG00000073937.2
17260,Olfr635,ENSMUSG00000094520.4
17261,Olfr639,ENSMUSG00000066263.10
17262,Olfr642,ENSMUSG00000049797.4
17263,Olfm5,ENSMUSG00000044265.16
17264,Trim6,ENSMUSG00000072244.11
17265,Trim34a,ENSMUSG00000056144.14
17266,Trim5,ENSMUSG00000060441.15
17267,Trim12a,ENSMUSG00000066258.13
17268,Gm15133,ENSMUSG00000087175.7
17269,Trim34b,ENSMUSG00000090215.9
17270,Trim12c,ENSMUSG00000057143.15
17271,Trim30b,ENSMUSG00000052749.9
17272,Trim30c,ENSMUSG00000078616.2
17273,Trim30a,ENSMUSG00000030921.17
17274,Trim30d,ENSMUSG00000057596.13
17275,Olfr651,ENSMUSG00000073928.5
17276,Olfr652,ENSMUSG00000073927.6
17277,Olfr653,ENSMUSG00000073926.4
17278,Olfr654,ENSMUSG00000073925.5
